run,group,backbone,label_set,loss_variant,strategy,epoch,split,loss,ce_img,ce_expr,align,acc_img,acc_expr,macro_f1_img,macro_f1_expr,embed512
resnet50_crop128_8class_infonce_l020_11032366_9,loss_ablation,ResNet50,8-class,CE+InfoNCE 0.20,frozen/default,1,train,3.042319823534061,1.1032587503775573,0.9892517148684232,4.749046674141517,0.4076522435897436,0.4375,,,False
resnet50_crop128_8class_infonce_l020_11032366_9,loss_ablation,ResNet50,8-class,CE+InfoNCE 0.20,frozen/default,1,val,4.461627428436279,1.661352931022644,1.8215806930541991,4.893468762969971,0.236,0.2908,0.2821679979785092,0.2750680823381879,False
resnet50_crop128_8class_infonce_l020_11032366_9,loss_ablation,ResNet50,8-class,CE+InfoNCE 0.20,frozen/default,2,train,1.8458709197166638,0.6152766262873625,0.4217953263567044,4.043994735448789,0.6155849358974359,0.7426883012820513,,,False
resnet50_crop128_8class_infonce_l020_11032366_9,loss_ablation,ResNet50,8-class,CE+InfoNCE 0.20,frozen/default,2,val,3.866979002380371,1.3586086044311523,1.5405855381011964,4.838924185180664,0.3272,0.4124,0.3713643147774365,0.33801480968272113,False
resnet50_crop128_8class_infonce_l020_11032366_9,loss_ablation,ResNet50,8-class,CE+InfoNCE 0.20,frozen/default,3,train,1.467177519431481,0.5001063770972766,0.23006016054214576,3.685054892148727,0.6649639423076923,0.8443509615384616,,,False
resnet50_crop128_8class_infonce_l020_11032366_9,loss_ablation,ResNet50,8-class,CE+InfoNCE 0.20,frozen/default,3,val,3.68942693939209,1.277146068382263,1.4557242469787597,4.782783036804199,0.3484,0.488,0.3884623083961126,0.3870933637786851,False
resnet50_crop128_8class_infonce_l020_11032366_9,loss_ablation,ResNet50,8-class,CE+InfoNCE 0.20,frozen/default,4,train,1.3013744491797228,0.44925128381985885,0.16383415489242628,3.441444999132401,0.6890024038461539,0.8896233974358975,,,False
resnet50_crop128_8class_infonce_l020_11032366_9,loss_ablation,ResNet50,8-class,CE+InfoNCE 0.20,frozen/default,4,val,3.6294549465179444,1.266793208694458,1.4117588317871095,4.754514590454102,0.3588,0.5552,0.4007942165775572,0.42473345992549383,False
resnet50_crop128_8class_infonce_l020_11032366_9,loss_ablation,ResNet50,8-class,CE+InfoNCE 0.20,frozen/default,5,train,1.1927965726607885,0.4142028998870116,0.12615971305431464,3.2621697248556676,0.703125,0.9156650641025641,,,False
resnet50_crop128_8class_infonce_l020_11032366_9,loss_ablation,ResNet50,8-class,CE+InfoNCE 0.20,frozen/default,5,val,3.662478741836548,1.2564001459121703,1.4545289182662964,4.757748345184326,0.3704,0.5768,0.41633806355544234,0.43171672315494647,False
resnet50_crop128_8class_infonce_l020_11032366_9,loss_ablation,ResNet50,8-class,CE+InfoNCE 0.20,frozen/default,6,train,1.0862127038148732,0.37046492634675443,0.09744942216919018,3.0914917420118284,0.7290665064102564,0.9362980769230769,,,False
resnet50_crop128_8class_infonce_l020_11032366_9,loss_ablation,ResNet50,8-class,CE+InfoNCE 0.20,frozen/default,6,val,3.6288640129089353,1.1764085803985596,1.4943195421218871,4.790679338073731,0.4308,0.5776,0.4440703361115071,0.42805758019497064,False
resnet50_crop128_8class_infonce_l020_11032366_9,loss_ablation,ResNet50,8-class,CE+InfoNCE 0.20,frozen/default,7,train,1.0486964644529881,0.3683145554401936,0.08339187679573512,2.9849500686694412,0.7252604166666666,0.9442107371794872,,,False
resnet50_crop128_8class_infonce_l020_11032366_9,loss_ablation,ResNet50,8-class,CE+InfoNCE 0.20,frozen/default,7,val,3.669893176269531,1.1872700231552125,1.5304152738571166,4.761039309692383,0.4132,0.59,0.44236030107968605,0.4338246485401088,False
resnet50_crop128_8class_infonce_l020_11032366_9,loss_ablation,ResNet50,8-class,CE+InfoNCE 0.20,frozen/default,8,train,0.9805945234420972,0.3402464762330055,0.07346312591853814,2.8344245629432874,0.7458934294871795,0.9541266025641025,,,False
resnet50_crop128_8class_infonce_l020_11032366_9,loss_ablation,ResNet50,8-class,CE+InfoNCE 0.20,frozen/default,8,val,3.741910498046875,1.1796665605545045,1.5995517730712892,4.813460985565186,0.4332,0.5928,0.45523840613672933,0.43229503565770067,False
resnet50_crop128_8class_infonce_l050_11032366_10,loss_ablation,ResNet50,8-class,CE+InfoNCE 0.50,frozen/default,1,train,4.542999658829126,1.1584352117318373,1.049829553335141,4.669469845600617,0.3835136217948718,0.40775240384615385,,,False
